date,decision,prob,explanation,strategic_journal,feeling_log,position,next_return_1d,strategy_return,cumulative_return,position_duration,position_changed,previous_decision,previous_return
2016-02-08,SELL,0.46,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0663630870165743,0.0663630870165743,-16.186650793588008,1,True,HOLD,-0.0
2016-02-09,BUY,0.89,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.0188963454467949,-0.0188963454467949,-16.205547139034802,1,True,SELL,0.0663630870165743
2016-02-10,SELL,0.49,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-1.230114587495812,1.230114587495812,-14.97543255153899,1,True,BUY,-0.0188963454467949
2016-02-11,HOLD,0.88,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,1.951800905373191,0.0,-14.97543255153899,1,True,SELL,1.230114587495812
2016-02-12,SELL,0.76,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,1.651669365823305,-1.651669365823305,-16.627101917362296,1,True,HOLD,0.0
2016-02-16,SELL,0.77,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,1.648044398020665,-1.648044398020665,-18.275146315382962,2,False,SELL,-1.651669365823305
2016-02-17,BUY,0.56,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.4665718645228911,-0.4665718645228911,-18.741718179905853,1,True,SELL,-1.648044398020665
2016-02-18,SELL,0.87,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.0026071132477878,0.0026071132477878,-18.739111066658065,1,True,BUY,-0.4665718645228911
2016-02-19,HOLD,0.4,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,1.445421268341529,0.0,-18.739111066658065,1,True,SELL,0.0026071132477878
2016-02-22,BUY,0.61,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-1.2454381906964795,-1.2454381906964795,-19.984549257354544,1,True,HOLD,0.0
2016-02-23,HOLD,0.89,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.443977160940423,0.0,-19.984549257354544,1,True,BUY,-1.2454381906964795
2016-02-24,BUY,0.79,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,1.1348326251425125,1.1348326251425125,-18.849716632212033,1,True,HOLD,0.0
2016-02-25,SELL,0.42,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.1870164471998836,0.1870164471998836,-18.66270018501215,1,True,BUY,1.1348326251425125
2016-02-26,BUY,0.41,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.8120941454274777,-0.8120941454274777,-19.474794330439625,1,True,SELL,0.1870164471998836
2016-02-29,HOLD,0.45,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,2.386879408766029,0.0,-19.474794330439625,1,True,BUY,-0.8120941454274777
2016-03-01,HOLD,0.75,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.409432102509677,0.0,-19.474794330439625,2,False,HOLD,0.0
2016-03-02,HOLD,0.72,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.3498703717687457,0.0,-19.474794330439625,3,False,HOLD,0.0
2016-03-03,BUY,0.45,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.3305909501354342,0.3305909501354342,-19.14420338030419,1,True,HOLD,0.0
2016-03-04,SELL,0.63,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.0885004425022151,-0.0885004425022151,-19.232703822806407,1,True,BUY,0.3305909501354342
2016-03-07,SELL,0.48,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-1.1240108704340224,1.1240108704340224,-18.108692952372383,2,False,SELL,-0.0885004425022151
2016-03-08,BUY,0.5,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.5052393318714987,0.5052393318714987,-17.603453620500886,1,True,SELL,1.1240108704340224
2016-03-09,HOLD,0.67,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.0155836843851453,0.0,-17.603453620500886,1,True,BUY,0.5052393318714987
2016-03-10,HOLD,0.69,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,1.6395502545776264,0.0,-17.603453620500886,2,False,HOLD,0.0
2016-03-11,BUY,0.82,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.1261009103991184,-0.1261009103991184,-17.729554530900003,1,True,HOLD,0.0
2016-03-14,BUY,0.78,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.1836961042562035,-0.1836961042562035,-17.913250635156206,2,False,BUY,-0.1261009103991184
2016-03-15,BUY,0.8,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.5600392870784177,0.5600392870784177,-17.35321134807779,3,False,BUY,-0.1836961042562035
2016-03-16,BUY,0.63,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.6595238799932845,0.6595238799932845,-16.693687468084505,4,False,BUY,0.5600392870784177
2016-03-17,HOLD,0.89,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.4405588579773578,0.0,-16.693687468084505,1,True,BUY,0.6595238799932845
2016-03-18,BUY,0.84,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.098556777486114,0.098556777486114,-16.595130690598392,1,True,HOLD,0.0
2016-03-21,BUY,0.54,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.0877364008578518,-0.0877364008578518,-16.682867091456245,2,False,BUY,0.098556777486114
2016-03-22,SELL,0.87,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.6385988876963622,0.6385988876963622,-16.044268203759884,1,True,BUY,-0.0877364008578518
2016-03-23,SELL,0.8,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.0378060695926274,0.0378060695926274,-16.006462134167258,2,False,SELL,0.6385988876963622
2016-03-24,HOLD,0.43,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.0545202707348924,0.0,-16.006462134167258,1,True,SELL,0.0378060695926274
2016-03-28,BUY,0.78,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.8816671166638201,0.8816671166638201,-15.124795017503438,1,True,HOLD,0.0
2016-03-29,SELL,0.85,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.4350343793947386,-0.4350343793947386,-15.559829396898175,1,True,BUY,0.8816671166638201
2016-03-30,HOLD,0.62,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.2039778095399569,-0.0,-15.559829396898175,1,True,SELL,-0.4350343793947386
2016-03-31,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.6330896132521691,-0.6330896132521691,-16.192919010150344,1,True,HOLD,-0.0
2016-04-01,BUY,0.42,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.3208251719912458,-0.3208251719912458,-16.51374418214159,1,True,SELL,-0.6330896132521691
2016-04-04,HOLD,0.85,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-1.0144569799577008,-0.0,-16.51374418214159,1,True,BUY,-0.3208251719912458
2016-04-05,HOLD,0.74,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,1.0507683957812652,0.0,-16.51374418214159,2,False,HOLD,-0.0
2016-04-06,BUY,0.88,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-1.1975845083371128,-1.1975845083371128,-17.7113286904787,1,True,HOLD,0.0
2016-04-07,HOLD,0.86,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.2786606657492196,0.0,-17.7113286904787,1,True,BUY,-1.1975845083371128
2016-04-08,HOLD,0.54,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.2739792928306284,-0.0,-17.7113286904787,2,False,HOLD,0.0
2016-04-11,HOLD,0.72,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.966214330138726,0.0,-17.7113286904787,3,False,HOLD,-0.0
2016-04-12,SELL,0.41,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,1.0040160642570406,-1.0040160642570406,-18.715344754735742,1,True,HOLD,0.0
2016-04-13,BUY,0.4,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.0172875788745807,0.0172875788745807,-18.698057175861162,1,True,SELL,-1.0040160642570406
2016-04-14,SELL,0.59,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.098426141983321,0.098426141983321,-18.59963103387784,1,True,BUY,0.0172875788745807
2016-04-15,BUY,0.42,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.6540973600611455,0.6540973600611455,-17.945533673816698,1,True,SELL,0.098426141983321
2016-04-18,HOLD,0.74,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.3084503948737938,0.0,-17.945533673816698,1,True,BUY,0.6540973600611455
2016-04-19,SELL,0.59,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.0761614623000728,-0.0761614623000728,-18.02169513611677,1,True,HOLD,0.0
2016-04-20,BUY,0.77,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.5194063926940662,-0.5194063926940662,-18.541101528810835,1,True,SELL,-0.0761614623000728
2016-04-21,HOLD,0.76,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.0047813031919918,0.0,-18.541101528810835,1,True,BUY,-0.5194063926940662
2016-04-22,HOLD,0.79,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1812027271249516,-0.0,-18.541101528810835,2,False,HOLD,0.0
2016-04-25,BUY,0.74,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.1872793719674748,0.1872793719674748,-18.35382215684336,1,True,HOLD,-0.0
2016-04-26,BUY,0.43,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.1649376105560263,0.1649376105560263,-18.188884546287333,2,False,BUY,0.1872793719674748
2016-04-27,SELL,0.67,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.923084266043006,0.923084266043006,-17.265800280244328,1,True,BUY,0.1649376105560263
2016-04-28,BUY,0.84,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.506308380824827,-0.506308380824827,-17.772108661069154,1,True,SELL,0.923084266043006
2016-04-29,HOLD,0.67,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.7810003389338016,0.0,-17.772108661069154,1,True,BUY,-0.506308380824827
2016-05-02,SELL,0.88,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.8676727057840061,0.8676727057840061,-16.904435955285148,1,True,HOLD,0.0
2016-05-03,HOLD,0.68,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.5936889651395494,-0.0,-16.904435955285148,1,True,SELL,0.8676727057840061
2016-05-04,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.0238893872615775,0.0238893872615775,-16.880546568023572,1,True,HOLD,-0.0
2016-05-05,HOLD,0.47,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.3174634136826171,0.0,-16.880546568023572,1,True,SELL,0.0238893872615775
2016-05-06,SELL,0.86,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.0753473268712889,-0.0753473268712889,-16.95589389489486,1,True,HOLD,0.0
2016-05-09,BUY,0.74,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,1.2483666797817872,1.2483666797817872,-15.707527215113073,1,True,SELL,-0.0753473268712889
2016-05-10,BUY,0.62,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.95615503816463,-0.95615503816463,-16.663682253277702,2,False,BUY,1.2483666797817872
2016-05-11,BUY,0.41,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.0169535859256164,-0.0169535859256164,-16.68063583920332,3,False,BUY,-0.95615503816463
2016-05-12,BUY,0.87,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.8478230326872227,-0.8478230326872227,-17.528458871890543,4,False,BUY,-0.0169535859256164
2016-05-13,BUY,0.6,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.9796688181920254,0.9796688181920254,-16.548790053698518,5,False,BUY,-0.8478230326872227
2016-05-16,HOLD,0.46,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.9411320681679493,-0.0,-16.548790053698518,1,True,BUY,0.9796688181920254
2016-05-17,BUY,0.62,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.020515726281145,0.020515726281145,-16.528274327417375,1,True,HOLD,-0.0
2016-05-18,SELL,0.72,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.3706724359381352,0.3706724359381352,-16.15760189147924,1,True,BUY,0.020515726281145
2016-05-19,BUY,0.86,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.6019489813925416,0.6019489813925416,-15.555652910086696,1,True,SELL,0.3706724359381352
2016-05-20,BUY,0.62,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.2085444764948985,-0.2085444764948985,-15.764197386581595,2,False,BUY,0.6019489813925416
2016-05-23,BUY,0.56,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,1.3681373410675546,1.3681373410675546,-14.39606004551404,3,False,BUY,-0.2085444764948985
2016-05-24,BUY,0.58,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.6974750248066153,0.6974750248066153,-13.698585020707426,4,False,BUY,1.3681373410675546
2016-05-25,BUY,0.65,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.0210471935480849,-0.0210471935480849,-13.719632214255512,5,False,BUY,0.6974750248066153
2016-05-26,SELL,0.74,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.4286876226017977,-0.4286876226017977,-14.14831983685731,1,True,BUY,-0.0210471935480849
2016-05-27,SELL,0.83,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.1005211856735965,0.1005211856735965,-14.047798651183713,2,False,SELL,-0.4286876226017977
2016-05-31,SELL,0.65,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.1134981759221887,-0.1134981759221887,-14.161296827105902,3,False,SELL,0.1005211856735965
2016-06-01,BUY,0.58,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.2824710741046177,0.2824710741046177,-13.878825753001284,1,True,SELL,-0.1134981759221887
2016-06-02,HOLD,0.68,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.291175436763158,-0.0,-13.878825753001284,1,True,BUY,0.2824710741046177
2016-06-03,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.4897266962979874,-0.4897266962979874,-14.368552449299271,1,True,HOLD,-0.0
2016-06-06,BUY,0.59,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.1289460085995841,0.1289460085995841,-14.239606440699687,1,True,SELL,-0.4897266962979874
2016-06-07,HOLD,0.69,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.3309455383901483,0.0,-14.239606440699687,1,True,BUY,0.1289460085995841
2016-06-08,HOLD,0.59,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.1717694137188918,-0.0,-14.239606440699687,2,False,HOLD,0.0
2016-06-09,HOLD,0.82,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.9175222644506098,-0.0,-14.239606440699687,3,False,HOLD,-0.0
2016-06-10,SELL,0.43,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.8115186992800894,0.8115186992800894,-13.428087741419597,1,True,HOLD,-0.0
2016-06-13,BUY,0.47,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.1798889882927756,-0.1798889882927756,-13.607976729712373,1,True,SELL,0.8115186992800894
2016-06-14,SELL,0.84,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.1840679991519489,0.1840679991519489,-13.423908730560424,1,True,BUY,-0.1798889882927756
2016-06-15,HOLD,0.47,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.3132995413951178,0.0,-13.423908730560424,1,True,SELL,0.1840679991519489
2016-06-16,SELL,0.6,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.3257956005563112,0.3257956005563112,-13.098113130004112,1,True,HOLD,0.0
2016-06-17,SELL,0.59,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.5808171029634712,-0.5808171029634712,-13.678930232967584,2,False,SELL,0.3257956005563112
2016-06-20,HOLD,0.55,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.2712108484339337,0.0,-13.678930232967584,1,True,SELL,-0.5808171029634712
